Tour_ID,country,continent,age_group,travel_with,total_female,total_male,purpose,main_activity,info_source,tour_arrangement,package_transport_int,package_accomodation,package_food,package_transport_tz,package_sightseeing,package_guided_tour,package_insurance,night_mainland,night_zanzibar,first_trip_tz,cost_category
tour_idfwjztofb,Uganda,Africa,18-24,Alone,1,0,Other,Cultural Tourism,"Friends, relatives",Independent Tour,No,No,No,No,No,No,No,14,0,No,Lower Cost
tour_idmtjk29y7,United States of America,North America,45-64,With children,3,0,Leisure and Holidays,Wildlife Tourism,"Friends, relatives",Package Tour,No,Yes,Yes,Yes,Yes,No,No,5,2,Yes,Higher Cost
tour_id52l1qrru,Italy,Europe,25-44,Spouse and Children,2,1,Leisure and Holidays,Beach Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,No,No,No,No,0,7,No,High Cost
tour_id7z1gsjlb,United Kingdom,Europe,25-44,Friends/Relatives,1,1,Leisure and Holidays,Diving and Sport Fishing,"Friends, relatives",Independent Tour,No,No,No,No,No,No,No,13,0,Yes,Normal Cost
tour_idqibsbduz,Germany,Europe,45-64,Spouse,1,1,Leisure and Holidays,Business,"Travel agent, tour operator",Package Tour,Yes,Yes,No,Yes,Yes,Yes,Yes,2,10,Yes,Higher Cost
tour_idxzqqcmjs,Zimbabwe,Africa,25-44,Alone,0,1,Leisure and Holidays,Business,"Travel agent, tour operator",Independent Tour,No,No,No,No,No,No,No,2,0,Yes,Lower Cost
tour_ids3reb58v,Uganda,Africa,45-64,Alone,0,1,Scientific and Academic,Hunting Tourism,"Newspaper, magazines, brochures",Independent Tour,No,No,No,No,No,No,No,2,0,No,Lower Cost
tour_idqhcbs45b,Zambia,Africa,25-44,Alone,0,1,Business,Cultural Tourism,"Friends, relatives",Independent Tour,No,No,No,No,No,No,No,8,0,No,Normal Cost
tour_idyf9wv0hz,Italy,Europe,45-64,Alone,0,1,Business,Hunting Tourism,"Newspaper, magazines, brochures",Package Tour,Yes,Yes,Yes,Yes,No,No,No,2,0,No,High Cost
tour_id6cwxfv3y,United Kingdom,Europe,65+,Spouse,1,1,Visiting Friends and Relatives,Diving and Sport Fishing,"Friends, relatives",Independent Tour,No,No,No,No,No,No,No,68,0,No,Normal Cost
tour_idzvu9j440,Germany,Europe,45-64,Alone,1,0,Meetings and Conference,Cultural Tourism,"Friends, relatives",Package Tour,Yes,Yes,Yes,Yes,No,No,No,19,0,Yes,High Cost
tour_idu7m0runh,Uganda,Africa,25-44,Alone,0,1,Business,Wildlife Tourism,"Friends, relatives",Independent Tour,No,No,No,No,No,No,No,4,0,No,Lower Cost
tour_idexarajah,United Kingdom,Europe,18-24,Friends/Relatives,1,1,Leisure and Holidays,Diving and Sport Fishing,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,No,Yes,No,No,8,2,Yes,Normal Cost
tour_idyr6jkwx6,Uganda,Africa,18-24,Alone,1,0,Leisure and Holidays,Cultural Tourism,"Friends, relatives",Independent Tour,No,No,No,No,No,No,No,3,0,Yes,Lower Cost
tour_idia1zz0pp,Canada,North America,65+,Spouse,1,1,Leisure and Holidays,Diving and Sport Fishing,"Travel agent, tour operator",Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,16,0,Yes,Higher Cost
tour_idht5ljt49,Kenya,Africa,25-44,Alone,0,1,Leisure and Holidays,Beach Tourism,"Friends, relatives",Package Tour,Yes,No,No,No,No,No,No,2,0,No,Normal Cost
tour_idane89lgd,Spain,Europe,25-44,Friends/Relatives,3,0,Leisure and Holidays,Diving and Sport Fishing,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,6,0,Yes,High Cost
tour_id1o715dru,Germany,Europe,65+,Spouse,1,1,Visiting Friends and Relatives,Beach Tourism,"Friends, relatives",Independent Tour,No,No,No,No,No,No,No,17,0,No,Normal Cost
tour_idi6kj307t,Lebanon,Asia,25-44,Friends/Relatives,1,1,Leisure and Holidays,Beach Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,No,No,No,No,No,7,0,Yes,High Cost
tour_id9zac9a9q,United States of America,North America,45-64,Friends/Relatives,2,0,Leisure and Holidays,Diving and Sport Fishing,"Travel agent, tour operator",Package Tour,No,Yes,No,Yes,Yes,No,Yes,5,7,Yes,Higher Cost
tour_ida18vqsmg,United Kingdom,Europe,18-24,Alone,1,0,Leisure and Holidays,Conference Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,No,Yes,Yes,11,0,Yes,High Cost
tour_idbwk6heu5,Sri Lanka,Asia,25-44,Alone,0,1,Meetings and Conference,Mountain Climbing,"Friends, relatives",Independent Tour,No,No,No,No,No,No,No,3,2,Yes,Higher Cost
tour_id0uflspzf,United Kingdom,Europe,18-24,Alone,1,0,Leisure and Holidays,Beach Tourism,"Travel agent, tour operator",Package Tour,No,Yes,Yes,Yes,No,Yes,No,8,4,Yes,Normal Cost
tour_idfdrd06q5,Zambia,Africa,45-64,Alone,0,1,Leisure and Holidays,Hunting Tourism,"Friends, relatives",Independent Tour,No,No,No,No,No,No,No,4,0,Yes,Low Cost
tour_id8gr1lwq6,Germany,Europe,45-64,Friends/Relatives,1,2,Meetings and Conference,Diving and Sport Fishing,"Travel agent, tour operator",Package Tour,No,Yes,Yes,Yes,No,No,No,8,0,No,Low Cost
tour_idgaly8xub,Zambia,Africa,25-44,Alone,0,1,Business,Hunting Tourism,"Friends, relatives",Independent Tour,No,No,No,No,No,No,No,1,0,No,Lower Cost
tour_idjnk66p98,Croatia,Europe,25-44,Alone,1,0,Leisure and Holidays,Beach Tourism,Others,Independent Tour,No,No,No,No,No,No,No,1,2,Yes,High Cost
tour_idhmhe2aa1,United States of America,North America,65+,Spouse,1,1,Leisure and Holidays,Diving and Sport Fishing,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,8,0,Yes,Higher Cost
tour_idh0iai5cc,Israel,Asia,45-64,Alone,1,0,Leisure and Holidays,Beach Tourism,"Travel agent, tour operator",Independent Tour,No,No,No,No,No,No,No,14,3,Yes,Normal Cost
tour_id5g3mvlbk,Germany,Europe,45-64,Spouse and Children,1,1,Leisure and Holidays,Beach Tourism,"Newspaper, magazines, brochures",Independent Tour,No,No,No,No,No,No,No,0,9,Yes,High Cost
tour_idizt7q81h,Uae,Asia,25-44,Alone,0,1,Meetings and Conference,Mountain Climbing,"Friends, relatives",Independent Tour,No,No,No,No,No,No,No,3,0,No,Low Cost
tour_id66gkbo9k,Malaysia,Asia,25-44,Friends/Relatives,2,1,Leisure and Holidays,Diving and Sport Fishing,"Travel agent, tour operator",Package Tour,No,Yes,No,No,No,No,No,4,0,Yes,Higher Cost
tour_ida3racn5i,United Kingdom,Europe,18-24,Friends/Relatives,1,1,Leisure and Holidays,Beach Tourism,"Friends, relatives",Independent Tour,No,No,No,No,No,No,No,5,7,Yes,Normal Cost
tour_idmz3i8xzh,South Africa,Africa,25-44,Spouse,0,1,Leisure and Holidays,Beach Tourism,"Radio, TV, Web",Independent Tour,No,No,No,No,No,No,No,5,0,Yes,Normal Cost
tour_id6jtj6yhi,United States of America,North America,25-44,Spouse,1,1,Leisure and Holidays,Diving and Sport Fishing,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,6,0,Yes,Higher Cost
tour_idjz1446rp,United States of America,North America,45-64,Spouse and Children,2,1,Leisure and Holidays,Diving and Sport Fishing,"Travel agent, tour operator",Package Tour,No,Yes,Yes,Yes,No,Yes,No,8,0,Yes,Higher Cost
tour_idti58oxft,United States of America,North America,45-64,Spouse,1,1,Leisure and Holidays,Diving and Sport Fishing,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,7,0,Yes,Highest Cost
tour_id7o07kzgm,New Zealand,Australia,25-44,Friends/Relatives,2,1,Visiting Friends and Relatives,Beach Tourism,"Friends, relatives",Independent Tour,No,No,No,No,No,No,No,2,6,Yes,Normal Cost
tour_ida9elqsf9,Italy,Europe,45-64,Spouse,1,1,Leisure and Holidays,Wildlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,No,No,Yes,11,0,Yes,Higher Cost
tour_id5ph9n2gj,Kenya,Africa,45-64,Alone,0,1,Business,Wildlife Tourism,"Friends, relatives",Independent Tour,No,No,No,No,No,No,No,4,0,Yes,Lower Cost
tour_idrsspjs98,South Africa,Africa,25-44,Alone,0,1,Business,Diving and Sport Fishing,"Radio, TV, Web",Independent Tour,No,No,No,No,No,No,No,4,0,No,Low Cost
tour_idloyrsbg8,South Africa,Africa,25-44,Spouse,1,0,Leisure and Holidays,Beach Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,No,No,Yes,6,0,Yes,Normal Cost
tour_id1az0sbna,United States of America,North America,25-44,Friends/Relatives,1,1,Leisure and Holidays,Diving and Sport Fishing,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,18,0,Yes,Normal Cost
tour_idzzpwquaz,Sri Lanka,Asia,45-64,Spouse,0,1,Visiting Friends and Relatives,Diving and Sport Fishing,"Friends, relatives",Independent Tour,No,No,No,No,No,No,No,14,0,Yes,Normal Cost
tour_idi99j27xm,France,Europe,45-64,Spouse and Children,1,3,Leisure and Holidays,Beach Tourism,Others,Independent Tour,No,No,No,No,No,No,No,0,10,Yes,Higher Cost
tour_id90wvajmx,France,Europe,25-44,Alone,1,0,Visiting Friends and Relatives,Diving and Sport Fishing,"Friends, relatives",Independent Tour,No,No,No,No,No,No,No,14,4,No,High Cost
tour_idd30e4oyh,United States of America,North America,25-44,Friends/Relatives,2,0,Leisure and Holidays,Diving and Sport Fishing,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,7,7,No,High Cost
tour_id94pm78vf,United States of America,North America,25-44,Spouse and Children,2,2,Visiting Friends and Relatives,Beach Tourism,"Friends, relatives",Independent Tour,No,No,No,No,No,No,No,16,0,No,High Cost
tour_idgyfiyq4b,Sweden,Europe,25-44,Friends/Relatives,1,0,Business,Diving and Sport Fishing,"Friends, relatives",Independent Tour,No,No,No,No,No,No,No,4,0,No,Low Cost
tour_idsaicu9y4,United Kingdom,Europe,25-44,Friends/Relatives,3,2,Leisure and Holidays,Beach Tourism,"Travel agent, tour operator",Independent Tour,No,No,No,No,No,No,No,0,5,Yes,Normal Cost
tour_idfrj0r9a1,Ireland,Europe,45-64,Spouse and Children,1,2,Visiting Friends and Relatives,Hunting Tourism,"Friends, relatives",Independent Tour,No,No,No,No,No,No,No,45,0,Yes,High Cost
tour_idxxrpwtly,Scotland,Europe,65+,Alone,0,1,Leisure and Holidays,Conference Tourism,Others,Package Tour,No,Yes,Yes,Yes,Yes,No,No,7,0,No,Normal Cost
tour_idm2s7iamc,Uganda,Africa,25-44,Alone,1,0,Meetings and Conference,Cultural Tourism,"Friends, relatives",Independent Tour,No,No,No,No,No,No,No,2,0,No,Lower Cost
tour_idanmr5c2m,United Kingdom,Europe,25-44,With children,1,1,Visiting Friends and Relatives,Hunting Tourism,"Friends, relatives",Independent Tour,No,No,No,No,No,No,No,0,4,No,High Cost
tour_idzgpll7xi,Italy,Europe,25-44,Friends/Relatives,2,2,Leisure and Holidays,Beach Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,No,No,No,0,7,No,Higher Cost
tour_idq2goo47j,Germany,Europe,45-64,Alone,0,1,Leisure and Holidays,Diving and Sport Fishing,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,No,No,No,12,4,Yes,Higher Cost
tour_idpftxpnzh,United Kingdom,Europe,65+,Spouse,1,1,Leisure and Holidays,Diving and Sport Fishing,"Newspaper, magazines, brochures",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,8,0,Yes,Higher Cost
tour_idwwb9avku,Norway,Europe,25-44,Alone,0,1,Leisure and Holidays,Cultural Tourism,"Friends, relatives",Independent Tour,No,No,No,No,No,No,No,7,0,No,Normal Cost
tour_id2diep5km,Italy,Europe,18-24,Friends/Relatives,2,2,Volunteering,Hunting Tourism,"Friends, relatives",Independent Tour,No,No,No,No,No,No,No,33,6,Yes,Normal Cost
tour_idr3hf0f0v,Poland,Europe,25-44,Spouse and Children,2,1,Leisure and Holidays,Wildlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,No,No,5,14,Yes,Higher Cost
tour_idmqepkwwr,Italy,Europe,25-44,Spouse,1,1,Leisure and Holidays,Conference Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,12,0,Yes,Higher Cost
tour_idwex1fnqc,Uganda,Africa,18-24,Alone,0,1,Meetings and Conference,Conference Tourism,"Friends, relatives",Independent Tour,No,No,No,No,No,No,No,3,0,Yes,Normal Cost
tour_id6dmejs2g,Germany,Europe,25-44,Alone,1,0,Scientific and Academic,Beach Tourism,"Friends, relatives",Independent Tour,No,No,No,No,No,No,No,47,7,Yes,Normal Cost
tour_idtblm0w1k,United Kingdom,Europe,45-64,Spouse,1,1,Leisure and Holidays,Conference Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,No,No,9,0,No,High Cost
tour_idr6eczy1h,United States of America,North America,45-64,Alone,1,0,Leisure and Holidays,Wildlife Tourism,Others,Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,6,0,No,Higher Cost
tour_id2mhclrdq,Japan,Asia,45-64,Alone,1,0,Leisure and Holidays,Conference Tourism,Tanzania Mission Abroad,Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,10,0,Yes,High Cost
tour_idn08wjatx,United Kingdom,Europe,18-24,Alone,0,1,Visiting Friends and Relatives,Beach Tourism,"Travel agent, tour operator",Package Tour,No,No,No,No,No,No,No,5,0,No,Normal Cost
tour_idow7mg7r7,Zimbabwe,Africa,25-44,Alone,0,1,Visiting Friends and Relatives,Beach Tourism,"Friends, relatives",Independent Tour,No,No,No,No,No,No,No,4,0,No,Normal Cost
tour_id1vaege0l,Belgium,Europe,45-64,Spouse,1,1,Leisure and Holidays,Beach Tourism,"Travel agent, tour operator",Package Tour,No,Yes,Yes,Yes,No,Yes,No,15,1,Yes,Higher Cost
tour_idn4orllqb,Czech Republic,Europe,18-24,Friends/Relatives,0,2,Volunteering,Hunting Tourism,"Friends, relatives",Independent Tour,No,No,No,No,No,No,No,24,2,Yes,Higher Cost
tour_id66e2pn46,United States of America,North America,45-64,Spouse,1,1,Leisure and Holidays,Diving and Sport Fishing,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,9,0,Yes,Higher Cost
tour_id397aejoc,Netherlands,Europe,45-64,With children,2,2,Leisure and Holidays,Wildlife Tourism,"Travel agent, tour operator",Independent Tour,No,No,No,No,No,No,No,7,0,Yes,Normal Cost
tour_idirkg2xkg,France,Europe,18-24,Spouse and Children,1,4,Leisure and Holidays,Diving and Sport Fishing,"Travel agent, tour operator",Independent Tour,Yes,Yes,Yes,No,No,No,No,6,3,Yes,Higher Cost
tour_id6cirspza,China,Asia,25-44,Spouse,1,1,Leisure and Holidays,Wildlife Tourism,"Travel agent, tour operator",Independent Tour,No,No,No,No,No,No,No,10,4,Yes,High Cost
tour_id1jk00u5c,Sweden,Europe,65+,Spouse,1,1,Leisure and Holidays,Diving and Sport Fishing,"Newspaper, magazines, brochures",Package Tour,Yes,Yes,Yes,No,No,No,No,8,6,Yes,Higher Cost
tour_id3l4x62v6,Zimbabwe,Africa,25-44,Alone,0,1,Business,Diving and Sport Fishing,"Travel agent, tour operator",Independent Tour,No,No,No,No,No,No,No,1,0,No,Low Cost
tour_idepb9lyau,United States of America,North America,45-64,Alone,0,1,Meetings and Conference,Mountain Climbing,"Friends, relatives",Independent Tour,No,No,No,No,No,No,No,3,0,Yes,Lower Cost
tour_idiouv49di,United Kingdom,Europe,25-44,Alone,1,0,Leisure and Holidays,Diving and Sport Fishing,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,6,4,No,High Cost
tour_idhknxvwpy,Australia,Australia,18-24,Friends/Relatives,0,3,Leisure and Holidays,Cultural Tourism,"Travel agent, tour operator",Independent Tour,No,No,No,No,No,No,No,10,6,Yes,Higher Cost
tour_id2qdlcy1b,China,Asia,25-44,Spouse,1,1,Leisure and Holidays,Cultural Tourism,"Newspaper, magazines, brochures",Package Tour,Yes,Yes,Yes,Yes,No,Yes,Yes,0,6,Yes,High Cost
tour_idljrcnq01,United States of America,North America,45-64,Spouse,1,1,Visiting Friends and Relatives,Hunting Tourism,"Friends, relatives",Independent Tour,No,No,No,No,No,No,No,4,0,No,Normal Cost
tour_idlrggaknt,United Kingdom,Europe,45-64,With children,2,2,Leisure and Holidays,Beach Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,No,No,5,9,Yes,Higher Cost
tour_idgduama31,Rwanda,Africa,18-24,Friends/Relatives,1,1,Meetings and Conference,Conference Tourism,Tanzania Mission Abroad,Independent Tour,No,No,No,No,No,No,No,2,0,Yes,Lower Cost
tour_idnfe9d87x,United Kingdom,Europe,25-44,Alone,0,1,Business,Diving and Sport Fishing,Others,Independent Tour,No,No,No,No,No,No,No,4,0,No,Normal Cost
tour_idsge0x4k9,South Africa,Africa,25-44,Spouse,1,1,Leisure and Holidays,Beach Tourism,Others,Independent Tour,No,No,No,No,No,No,No,0,5,Yes,Normal Cost
tour_idezmqf7b4,Japan,Asia,65+,Spouse,1,1,Leisure and Holidays,Wildlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,3,0,Yes,Normal Cost
tour_idz94q8nug,Canada,North America,45-64,Spouse,1,0,Leisure and Holidays,Beach Tourism,Others,Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,6,4,No,High Cost
tour_idzxd684cn,Zambia,Africa,25-44,Alone,0,1,Business,Wildlife Tourism,"Newspaper, magazines, brochures",Independent Tour,No,No,No,No,No,No,No,0,10,Yes,High Cost
tour_iddjinf1jv,Australia,Australia,65+,Alone,1,0,Leisure and Holidays,Diving and Sport Fishing,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,12,5,Yes,Higher Cost
tour_id98365m9z,Uganda,Africa,25-44,Alone,0,1,Business,Wildlife Tourism,Trade fair,Independent Tour,No,No,No,No,No,No,No,7,0,No,Lower Cost
tour_id3rp6nckg,Italy,Europe,45-64,Alone,0,1,Leisure and Holidays,Beach Tourism,"Travel agent, tour operator",Package Tour,No,No,No,No,No,No,Yes,7,3,Yes,Higher Cost
tour_idcie71te0,United Kingdom,Europe,65+,Friends/Relatives,1,1,Meetings and Conference,Hunting Tourism,Others,Independent Tour,No,No,No,No,No,No,No,4,0,No,Low Cost
tour_idny9wpx4z,Netherlands,Europe,45-64,Spouse and Children,2,3,Leisure and Holidays,Diving and Sport Fishing,"Travel agent, tour operator",Package Tour,Yes,No,No,No,No,No,No,15,0,No,Higher Cost
tour_id6ycvd0if,United States of America,North America,18-24,Alone,1,0,Visiting Friends and Relatives,Cultural Tourism,"Friends, relatives",Independent Tour,No,No,No,No,No,No,No,57,3,Yes,Normal Cost
tour_idu5e1vz9f,France,Europe,25-44,Friends/Relatives,4,0,Leisure and Holidays,Diving and Sport Fishing,"Newspaper, magazines, brochures",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,7,4,Yes,Higher Cost
tour_id9u7vcc2g,Netherlands,Europe,25-44,Spouse,1,1,Visiting Friends and Relatives,Diving and Sport Fishing,"Radio, TV, Web",Independent Tour,No,No,No,No,No,No,No,14,28,Yes,Higher Cost
tour_ida6565pxz,France,Europe,25-44,Spouse,1,1,Leisure and Holidays,Cultural Tourism,"Travel agent, tour operator",Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,0,12,Yes,High Cost
tour_idba4byspf,United States of America,North America,25-44,Spouse,1,1,Leisure and Holidays,Diving and Sport Fishing,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,5,0,Yes,Higher Cost
tour_id5hrx3yrj,Germany,Europe,25-44,Spouse,1,1,Leisure and Holidays,Beach Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,No,Yes,No,7,6,Yes,Higher Cost
tour_id2gqr649h,Kenya,Africa,45-64,Friends/Relatives,0,2,Business,Conference Tourism,"Friends, relatives",Independent Tour,No,No,No,No,No,No,No,3,0,Yes,Low Cost
tour_idonhp8je5,Korea,Asia,65+,Alone,1,0,Leisure and Holidays,Diving and Sport Fishing,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,3,0,Yes,Higher Cost
tour_idrzprs3fh,Kenya,Africa,45-64,Friends/Relatives,1,1,Visiting Friends and Relatives,Wildlife Tourism,"Travel agent, tour operator",Independent Tour,No,No,No,No,No,No,No,7,0,No,Normal Cost
tour_idsjmu3hkn,China,Asia,18-24,Alone,0,1,Leisure and Holidays,Beach Tourism,"Friends, relatives",Independent Tour,No,No,No,No,No,No,No,9,3,Yes,Normal Cost
tour_idc5x6uks3,Germany,Europe,25-44,Spouse,1,1,Leisure and Holidays,Diving and Sport Fishing,"Travel agent, tour operator",Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,4,1,Yes,Lower Cost
tour_idldsj6j5z,Denmark,Europe,18-24,Friends/Relatives,0,2,Leisure and Holidays,Cultural Tourism,"Friends, relatives",Independent Tour,No,No,No,No,No,No,No,16,10,Yes,Normal Cost
tour_idzw3elrxa,United States of America,North America,65+,Friends/Relatives,1,1,Leisure and Holidays,Wildlife Tourism,"Travel agent, tour operator",Package Tour,No,Yes,Yes,Yes,Yes,No,No,21,0,Yes,High Cost
tour_idqvy6snqi,United States of America,North America,45-64,Spouse,1,1,Leisure and Holidays,Diving and Sport Fishing,"Travel agent, tour operator",Package Tour,No,Yes,Yes,Yes,Yes,Yes,Yes,3,0,Yes,Highest Cost
tour_idppyvcdhe,India,Asia,18-24,Alone,0,1,Visiting Friends and Relatives,Conference Tourism,Trade fair,Independent Tour,No,No,No,No,No,No,No,0,60,Yes,Higher Cost
tour_ido0nx9woq,France,Europe,25-44,Spouse,1,1,Leisure and Holidays,Beach Tourism,"Newspaper, magazines, brochures",Independent Tour,No,No,No,No,No,No,No,0,10,Yes,Normal Cost
tour_iduq42uo57,United States of America,North America,65+,Spouse,1,1,Leisure and Holidays,Diving and Sport Fishing,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4,0,No,Higher Cost
tour_idrdl7j36f,Kenya,Africa,25-44,Alone,0,1,Leisure and Holidays,Beach Tourism,"Friends, relatives",Independent Tour,No,No,No,No,No,No,No,4,0,Yes,Normal Cost
tour_idhpslj402,United Kingdom,Europe,25-44,Alone,0,1,Leisure and Holidays,Beach Tourism,Others,Independent Tour,No,No,No,No,No,No,No,9,0,No,Lower Cost
tour_idg9sdqb1i,France,Europe,25-44,Spouse and Children,2,1,Leisure and Holidays,Beach Tourism,Others,Package Tour,Yes,Yes,Yes,No,No,No,No,0,14,Yes,Normal Cost
tour_idtfu6zuo9,Zimbabwe,Africa,25-44,Friends/Relatives,1,1,Business,Beach Tourism,"Travel agent, tour operator",Independent Tour,No,No,No,No,No,No,No,2,0,Yes,Normal Cost
tour_idgklqfkm4,Zimbabwe,Africa,25-44,Alone,0,1,Business,Wildlife Tourism,"Friends, relatives",Independent Tour,No,No,No,No,No,No,No,3,0,No,Low Cost
tour_id0sc9difh,Italy,Europe,25-44,Friends/Relatives,1,1,Leisure and Holidays,Wildlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,6,5,Yes,Normal Cost
tour_id073h22tl,United Kingdom,Europe,45-64,Spouse and Children,2,1,Leisure and Holidays,Beach Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,No,Yes,No,No,0,10,Yes,Higher Cost
tour_idrbpg4fp6,India,Asia,45-64,Alone,0,1,Business,Hunting Tourism,Others,Independent Tour,No,No,No,No,No,No,No,11,0,No,Normal Cost
tour_idfzy7fvqg,Italy,Europe,25-44,Alone,0,1,Leisure and Holidays,Diving and Sport Fishing,"Travel agent, tour operator",Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,6,0,Yes,High Cost
